"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"","Evelyn Williamson","Byrd23 Inc","Opportunity for Bates1547","Closed Won","Q2-2022","3426450.00","3426450.00","100","2477.0000000000","11/12/2029","01/03/2023","","Partner","New Business / Add-on"
"","Johnny Green","Becker755 Inc","Opportunity for McKinney1548","Qualification","Q1-2023","3526355.00","352635.50","10","313.0000000000","06/07/2030","01/03/2023","","Public Relations","New Business / Add-on"
"","Laura Palmer","Stephens391 Inc","Opportunity for Burgess1551","Closed Won","Q3-2022","68600.00","68600.00","100","2520.0000000000","23/01/2030","01/03/2023","","Web","New Business / Add-on"
"","Doroth Gardner","Ramirez137 Inc","Opportunity for Reynolds1553","Value Proposition","Q3-2022","3464115.00","1732057.50","50","313.0000000000","01/04/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","Harold Campbell","Hopkins600 Inc","Opportunity for Mitchell1555","Closed Won","Q3-2022","123280.00","123280.00","100","2541.0000000000","13/02/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","Eric Sanchez","Elliott270 Inc","Opportunity for Chapman1566","Closed Won","Q3-2021","2294400.00","2294400.00","100","2172.0000000000","09/02/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Johnny Green","Beck370 Inc","Opportunity for Munoz1931","Closed Won","Q3-2021","1113000.00","1113000.00","100","2206.0000000000","15/03/2029","01/03/2023","","Partner","New Business / Add-on"
"","Nicolas Weaver","Patton86 Inc","Opportunity for Griffin1933","Closed Won","Q2-2022","150043.00","150043.00","100","2411.0000000000","06/10/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Irene McCoy","Hampton15 Inc","Opportunity for Brown1230","Qualification","Q4-2022","2454990.00","245499.00","10","313.0000000000","16/06/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Irene Kelley","Curtis678 Inc","Opportunity for Bass1237","Qualification","Q1-2023","2855840.00","285584.00","10","313.0000000000","30/08/2030","01/03/2023","","Partner","New Business / Add-on"
"CEO","Damiana Spadafora","Flores159 Inc","Opportunity for Barton1587","Closed Lost","Q1-2022","65070.00","0.00","0","2375.0000000000","31/08/2029","01/03/2023","","Web","New Business / Add-on"
"","Evelyn Williamson","Love256 Inc","Opportunity for Howard1588","Closed Won","Q3-2021","65920.00","65920.00","100","2146.0000000000","14/01/2029","01/03/2023","","Web","New Business"
"","Evelyn Williamson","Romero210 Inc","Opportunity for Norman1589","Closed Won","Q3-2021","1390500.00","1390500.00","100","2209.0000000000","18/03/2029","01/03/2023","","Partner","New Business"
"","Catherine Brown","Nichols662 Inc","Opportunity for Alvarado1597","Closed Won","Q2-2022","4824325.00","4824325.00","100","2439.0000000000","03/11/2029","01/03/2023","","Partner","New Business / Add-on"
"","John Williams","Abbott372 Inc","Opportunity for Kelley1593","Closed Lost","Q2-2022","1498260.00","0.00","0","2463.0000000000","27/11/2029","01/03/2023","","Web","New Business"
"","John Williams","Henderson891 Inc","Opportunity for Wood1594","Closed Lost","Q2-2022","140105.00","0.00","0","2452.0000000000","16/11/2029","01/03/2023","","Word of mouth","New Business"
"","Laura Palmer","Mitchell570 Inc","Opportunity for Singleton1321","Closed Lost","Q2-2021","1202450.00","0.00","0","2128.0000000000","27/12/2028","01/03/2023","","Partner","New Business / Add-on"
"CEO","Damiana Spadafora","Gonzales409 Inc","Opportunity for Patterson1324","Closed Lost","Q1-2022","1292300.00","0.00","0","2377.0000000000","02/09/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Irene Kelley","Moss489 Inc","Opportunity for Blair1326","Closed Won","Q1-2022","72720.00","72720.00","100","2340.0000000000","27/07/2029","01/03/2023","","Partner","New Business / Add-on"
"","Eric Gutierrez","Bowen938 Inc","Opportunity for Flores1679","Closed Lost","Q2-2022","2641175.00","0.00","0","2429.0000000000","24/10/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Irene McCoy","Patrick806 Inc","Opportunity for Steele1680","Closed Won","Q3-2022","2207200.00","2207200.00","100","2541.0000000000","13/02/2030","01/03/2023","","Web","Existing Business"
"","Johnny Green","McCarthy602 Inc","Opportunity for Watkins1701","Closed Lost","Q4-2021","831100.00","0.00","0","2236.0000000000","14/04/2029","01/03/2023","","Partner","New Business"
"","Nicolas Weaver","Stephens391 Inc","Opportunity for Barnett1692","Needs Analysis","Q3-2022","4708010.00","941602.00","20","313.0000000000","22/02/2030","01/03/2023","","Word of mouth","New Business"
"","Eric Sanchez","Morales516 Inc","Opportunity for Figueroa1695","Closed Won","Q4-2021","2604140.00","2604140.00","100","2236.0000000000","14/04/2029","01/03/2023","","Partner","New Business"
"","Dennis Howard","Anderson269 Inc","Opportunity for Long562","Closed Won","Q4-2021","249600.00","249600.00","100","2242.0000000000","20/04/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Doroth Gardner","Simmons663 Inc","Opportunity for Schneider564","Closed Won","Q1-2022","146771.00","146771.00","100","2394.0000000000","19/09/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Nicolas Weaver","Mendez595 Inc","Opportunity for Webb567","Closed Lost","Q2-2021","65040.00","0.00","0","2132.0000000000","31/12/2028","01/03/2023","","Employee Referral","New Business / Add-on"
"CIO","Julie Chavez","Robertson721 Inc","Opportunity for Reese570","Prospecting","Q3-2022","2217555.00","221755.50","10","313.0000000000","01/03/2030","01/03/2023","","Trade Show","New Business"
"","Catherine Brown","Lambert452 Inc","Opportunity for Hunt578","Closed Won","Q1-2022","1012640.00","1012640.00","100","2403.0000000000","28/09/2029","01/03/2023","","Public Relations","New Business"
"","Evelyn Williamson","Torres548 Inc","Opportunity for Watson580","Closed Won","Q2-2022","4090880.00","4090880.00","100","2464.0000000000","28/11/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","John Williams","Moody613 Inc","Opportunity for Carr581","Closed Won","Q1-2022","61500.00","61500.00","100","2322.0000000000","09/07/2029","01/03/2023","","Word of mouth","New Business"
"","Evelyn Williamson","Dean902 Inc","Opportunity for Williams149","Needs Analysis","Q3-2022","2305550.00","461110.00","20","313.0000000000","24/02/2030","01/03/2023","","Employee Referral","New Business"
"CEO","Damiana Spadafora","Adkins907 Inc","Opportunity for Lewis258","Closed Won","Q4-2021","309938.00","309938.00","100","2258.0000000000","06/05/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Doroth Gardner","Hernandez713 Inc","Opportunity for Barrett259","Closed Lost","Q3-2021","1589440.00","0.00","0","2153.0000000000","21/01/2029","01/03/2023","","Public Relations","New Business"
"","Bruce Kennedy","Gordon630 Inc","Opportunity for Dennis260","Needs Analysis","Q3-2022","2868400.00","573680.00","20","313.0000000000","25/02/2030","01/03/2023","","Public Relations","Existing Business"
"","Laura Palmer","Joseph361 Inc","Opportunity for Pittman263","Closed Won","Q1-2022","1879190.00","1879190.00","100","2346.0000000000","02/08/2029","01/03/2023","","Advertisement","New Business"
"","John Williams","Fox572 Inc","Opportunity for Holmes265","Prospecting","Q3-2022","206640.00","20664.00","10","313.0000000000","14/03/2030","01/03/2023","","Word of mouth","New Business"
"","Johnny Green","Briggs955 Inc","Opportunity for Butler275","Closed Won","Q1-2022","209104.00","209104.00","100","2347.0000000000","03/08/2029","01/03/2023","","Employee Referral","New Business"
"","John Williams","Todd690 Inc","Opportunity for Murphy267","Closed Won","Q1-2022","2664105.00","2664105.00","100","2359.0000000000","15/08/2029","01/03/2023","","Advertisement","Existing Business"
"","Laura Palmer","Roberson601 Inc","Opportunity for Freeman268","Closed Won","Q3-2022","1518190.00","1518190.00","100","2522.0000000000","25/01/2030","01/03/2023","","Web","New Business"
"","Irene Kelley","Wise244 Inc","Opportunity for Terry269","Closed Won","Q1-2022","846000.00","846000.00","100","2404.0000000000","29/09/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Nicolas Weaver","Daniels141 Inc","Opportunity for Collier276","Qualification","Q4-2022","582035.00","58203.50","10","313.0000000000","20/05/2030","01/03/2023","","Partner","New Business / Add-on"
"","Irene Kelley","Lane81 Inc","Opportunity for Banks277","Closed Won","Q3-2021","376862.00","376862.00","100","2173.0000000000","10/02/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Chris Riley","Oliver444 Inc","Opportunity for Alexander278","Closed Won","Q1-2022","18960.00","18960.00","100","2384.0000000000","09/09/2029","01/03/2023","","Seminar - Internal","New Business"
"","Eric Gutierrez","Wright507 Inc","Opportunity for Allison281","Qualification","Q1-2023","1573350.00","157335.00","10","313.0000000000","02/08/2030","01/03/2023","","Partner","New Business / Add-on"
"","Chris Riley","Figueroa68 Inc","Opportunity for Delgado355","Closed Won","Q2-2022","1318960.00","1318960.00","100","2468.0000000000","02/12/2029","01/03/2023","","Partner","New Business"
"","John Williams","Jackson589 Inc","Opportunity for Bryant359","Closed Won","Q1-2022","3039400.00","3039400.00","100","2403.0000000000","28/09/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Irene McCoy","Munoz724 Inc","Opportunity for McCoy365","Closed Won","Q3-2021","88200.00","88200.00","100","2187.0000000000","24/02/2029","01/03/2023","","Employee Referral","New Business"
"","Irene Kelley","Ellis805 Inc","Opportunity for Lowe69","Closed Won","Q1-2022","476918.00","476918.00","100","2388.0000000000","13/09/2029","01/03/2023","","Employee Referral","New Business"
"","Catherine Brown","Bradley791 Inc","Opportunity for Morales81","Closed Lost","Q2-2022","1630580.00","0.00","0","2430.0000000000","25/10/2029","01/03/2023","","Employee Referral","New Business"
"","Irene McCoy","Maldonado464 Inc","Opportunity for Willis82","Closed Lost","Q4-2021","308240.00","0.00","0","2311.0000000000","28/06/2029","01/03/2023","","Trade Show","New Business"
"","Harold Campbell","Goodman21 Inc","Opportunity for Thompson83","Closed Lost","Q4-2021","51920.00","0.00","0","2290.0000000000","07/06/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Gutierrez","Castillo620 Inc","Opportunity for Saunders86","Closed Won","Q2-2022","87409.00","87409.00","100","2482.0000000000","16/12/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","Doroth Gardner","Diaz190 Inc","Opportunity for Becker94","Closed Lost","Q3-2021","493255.00","0.00","0","2180.0000000000","17/02/2029","01/03/2023","","Public Relations","New Business"
"","Chris Riley","Floyd832 Inc","Opportunity for Adams87","Value Proposition","Q4-2022","1093390.00","546695.00","50","313.0000000000","22/05/2030","01/03/2023","","Partner","New Business / Add-on"
"","Chris Riley","Bush454 Inc","Opportunity for Peters89","Closed Won","Q3-2021","492390.00","492390.00","100","2200.0000000000","09/03/2029","01/03/2023","","Word of mouth","New Business"
"","Nicolas Weaver","McCarthy602 Inc","Opportunity for Aguilar210","Closed Won","Q2-2022","202174.00","202174.00","100","2410.0000000000","05/10/2029","01/03/2023","","Seminar - Internal","New Business"
"","Chris Riley","Edwards434 Inc","Opportunity for Hughes209","Closed Lost","Q2-2022","19640.00","0.00","0","2428.0000000000","23/10/2029","01/03/2023","","Partner","Existing Business"
"","Nicolas Weaver","Walton636 Inc","Opportunity for Lopez212","Closed Won","Q3-2022","2177800.00","2177800.00","100","2506.0000000000","09/01/2030","01/03/2023","","Trade Show","Existing Business"
"","Evelyn Williamson","Bass661 Inc","Opportunity for Guzman213","Closed Won","Q2-2022","640000.00","640000.00","100","2446.0000000000","10/11/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Irene Kelley","Lee192 Inc","Opportunity for Becker221","Closed Won","Q1-2022","374505.00","374505.00","100","2399.0000000000","24/09/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Kelly Frazier","Bass271 Inc","Opportunity for Lee1827","Needs Analysis","Q3-2022","15760.00","3152.00","20","313.0000000000","13/03/2030","01/03/2023","","Advertisement","New Business"
"","Kelly Frazier","Gordon406 Inc","Opportunity for Cross1834","Qualification","Q1-2023","1756800.00","175680.00","10","313.0000000000","01/08/2030","01/03/2023","","Partner","New Business / Add-on"
"","Nicolas Weaver","Wagner421 Inc","Opportunity for McGee1836","Closed Won","Q3-2022","110986.00","110986.00","100","2514.0000000000","17/01/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Laura Palmer","Salazar150 Inc","Opportunity for Ramirez1837","Qualification","Q1-2023","179964.00","17996.40","10","313.0000000000","06/09/2030","01/03/2023","","Word of mouth","New Business"
"","Johnny Green","Arnold813 Inc","Opportunity for Lawson1843","Closed Won","Q3-2022","1876750.00","1876750.00","100","2522.0000000000","25/01/2030","01/03/2023","","Employee Referral","New Business"
"CIO","Julie Chavez","Robertson5 Inc","Opportunity for Medina1844","Value Proposition","Q3-2022","3570200.00","1785100.00","50","313.0000000000","05/03/2030","01/03/2023","","Employee Referral","Existing Business"
"","Dennis Howard","McCarthy602 Inc","Opportunity for Roberts1847","Closed Won","Q1-2022","1096500.00","1096500.00","100","2384.0000000000","09/09/2029","01/03/2023","","Word of mouth","New Business"
"","Bruce Kennedy","Graves33 Inc","Opportunity for Ramos1851","Closed Won","Q1-2022","388890.00","388890.00","100","2367.0000000000","23/08/2029","01/03/2023","","Advertisement","Existing Business"
"","Nicolas Weaver","Bryant456 Inc","Opportunity for Adams708","Prospecting","Q3-2022","1269390.00","126939.00","10","313.0000000000","17/03/2030","01/03/2023","","Partner","New Business"
"","Dennis Howard","Underwood142 Inc","Opportunity for Luna711","Value Proposition","Q3-2022","281700.00","140850.00","50","313.0000000000","04/03/2030","01/03/2023","","Word of mouth","New Business"
"","Chris Riley","Joseph730 Inc","Opportunity for Morgan713","Prospecting","Q4-2022","2717500.00","271750.00","10","313.0000000000","28/06/2030","01/03/2023","","Advertisement","Existing Business"
"CEO","Damiana Spadafora","Hall230 Inc","Opportunity for Massey714","Closed Won","Q3-2022","559580.00","559580.00","100","2544.0000000000","16/02/2030","01/03/2023","","Web","New Business"
"","Doroth Gardner","Mendoza936 Inc","Opportunity for Silva728","Perception Analysis","Q3-2022","1641600.00","1149120.00","70","313.0000000000","28/02/2030","01/03/2023","","Web","Existing Business"
"","Irene McCoy","Norris77 Inc","Opportunity for Freeman717","Value Proposition","Q4-2022","1023320.00","511660.00","50","313.0000000000","10/04/2030","01/03/2023","","Word of mouth","Existing Business"
"","Kelly Frazier","Lowe352 Inc","Opportunity for Ross718","Closed Won","Q4-2021","776540.00","776540.00","100","2286.0000000000","03/06/2029","01/03/2023","","Partner","New Business / Add-on"
"CIO","Julie Chavez","Wade312 Inc","Opportunity for Daniel1935","Closed Won","Q1-2022","1454500.00","1454500.00","100","2320.0000000000","07/07/2029","01/03/2023","","Web","New Business"
"","Laura Palmer","Jefferson859 Inc","Opportunity for Joseph1936","Closed Won","Q3-2022","2920800.00","2920800.00","100","2528.0000000000","31/01/2030","01/03/2023","","Web","New Business"
"","Johnny Green","Lawrence93 Inc","Opportunity for Waters1946","Closed Lost","Q3-2022","17000.00","0.00","0","2531.0000000000","03/02/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Munoz282 Inc","Opportunity for Todd1938","Qualification","Q1-2023","466200.00","46620.00","10","313.0000000000","16/08/2030","01/03/2023","","Web","New Business"
"","Evelyn Williamson","Webster349 Inc","Opportunity for Warner1943","Closed Won","Q4-2021","1844200.00","1844200.00","100","2231.0000000000","09/04/2029","01/03/2023","","Public Relations","New Business"
"","Irene McCoy","Stone504 Inc","Opportunity for Clark1572","Closed Lost","Q1-2022","480891.00","0.00","0","2346.0000000000","02/08/2029","01/03/2023","","Public Relations","Existing Business"
"","Dennis Howard","Long31 Inc","Opportunity for Williamson1573","Closed Lost","Q2-2022","3990000.00","0.00","0","2460.0000000000","24/11/2029","01/03/2023","","Public Relations","New Business / Add-on"
"CEO","Damiana Spadafora","Cook117 Inc","Opportunity for Simpson1598","Closed Won","Q4-2021","204600.00","204600.00","100","2253.0000000000","01/05/2029","01/03/2023","","Word of mouth","Existing Business"
"","Bruce Kennedy","Briggs402 Inc","Opportunity for Barker1602","Needs Analysis","Q4-2022","951000.00","190200.00","20","313.0000000000","26/05/2030","01/03/2023","","Advertisement","Existing Business"
"","Evelyn Williamson","Webb165 Inc","Opportunity for Cunningham1976","Closed Won","Q1-2022","503975.00","503975.00","100","2384.0000000000","09/09/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Doroth Gardner","Jensen729 Inc","Opportunity for Ellis1978","Closed Won","Q2-2022","2745600.00","2745600.00","100","2469.0000000000","03/12/2029","01/03/2023","","Word of mouth","Existing Business"
"","Bruce Kennedy","Abbott358 Inc","Opportunity for McLaughlin1979","Closed Won","Q3-2022","98850.00","98850.00","100","2546.0000000000","18/02/2030","01/03/2023","","Web","New Business"
"","Chris Riley","Haynes326 Inc","Opportunity for Park1980","Value Proposition","Q4-2022","532950.00","266475.00","50","313.0000000000","30/05/2030","01/03/2023","","Advertisement","New Business"
"CEO","Damiana Spadafora","Hopkins739 Inc","Opportunity for Mitchell1983","Closed Won","Q3-2021","1667600.00","1667600.00","100","2138.0000000000","06/01/2029","01/03/2023","","Trade Show","New Business / Add-on"
"","Doroth Gardner","Sims815 Inc","Opportunity for Paul1992","Closed Lost","Q3-2022","650350.00","0.00","0","2547.0000000000","19/02/2030","01/03/2023","","Public Relations","New Business"
"","Harold Campbell","Graves33 Inc","Opportunity for Burton1994","Needs Analysis","Q1-2023","987930.00","197586.00","20","313.0000000000","05/08/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","Laura Palmer","Bennett519 Inc","Opportunity for Santiago1997","Closed Won","Q3-2022","1394000.00","1394000.00","100","2536.0000000000","08/02/2030","01/03/2023","","Word of mouth","New Business"
"","Kelly Frazier","Johnston241 Inc","Opportunity for Lyons494","Qualification","Q1-2023","2371900.00","237190.00","10","313.0000000000","14/09/2030","01/03/2023","","Advertisement","New Business"
"","Eric Sanchez","Fowler322 Inc","Opportunity for Spencer490","Closed Lost","Q3-2022","281412.00","0.00","0","2509.0000000000","12/01/2030","01/03/2023","","Advertisement","New Business"
"","Evelyn Williamson","Tran866 Inc","Opportunity for Wilkerson493","Closed Won","Q1-2022","597750.00","597750.00","100","2345.0000000000","01/08/2029","01/03/2023","","Trade Show","New Business"
"","Nicolas Weaver","Tucker401 Inc","Opportunity for Collier517","Qualification","Q4-2022","211050.00","21105.00","10","313.0000000000","27/04/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Figueroa166 Inc","Opportunity for Elliott511","Needs Analysis","Q4-2022","679555.00","135911.00","20","313.0000000000","30/06/2030","01/03/2023","","Public Relations","New Business"
"","John Williams","Rivera752 Inc","Opportunity for Wilkerson513","Closed Won","Q1-2022","138690.00","138690.00","100","2408.0000000000","03/10/2029","01/03/2023","","Word of mouth","New Business"
"","Catherine Brown","Shelton873 Inc","Opportunity for Hansen520","Value Proposition","Q4-2022","104940.00","52470.00","50","313.0000000000","12/04/2030","01/03/2023","","Partner","New Business / Add-on"
"","Eric Gutierrez","Casey47 Inc","Opportunity for Clarke523","Closed Lost","Q2-2022","4805100.00","0.00","0","2409.0000000000","04/10/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Gutierrez","Rodgers79 Inc","Opportunity for Dennis524","Closed Won","Q1-2022","3390620.00","3390620.00","100","2358.0000000000","14/08/2029","01/03/2023","","Trade Show","New Business"
"","Dennis Howard","Bowman347 Inc","Opportunity for Harper529","Closed Won","Q2-2022","17621.00","17621.00","100","2443.0000000000","07/11/2029","01/03/2023","","Web","New Business / Add-on"
"","Eric Sanchez","Cox450 Inc","Opportunity for Duncan873","Closed Won","Q3-2021","2400250.00","2400250.00","100","2186.0000000000","23/02/2029","01/03/2023","","Advertisement","New Business"
"","Eric Gutierrez","Stevenson954 Inc","Opportunity for Daniel875","Closed Won","Q2-2022","5023650.00","5023650.00","100","2449.0000000000","13/11/2029","01/03/2023","","Employee Referral","Existing Business"
"","Irene Kelley","Christensen164 Inc","Opportunity for McKenzie881","Closed Won","Q3-2021","1684050.00","1684050.00","100","2143.0000000000","11/01/2029","01/03/2023","","Web","New Business"
"","Eric Sanchez","Murphy861 Inc","Opportunity for Duncan885","Qualification","Q4-2022","413101.00","41310.10","10","313.0000000000","19/04/2030","01/03/2023","","Advertisement","New Business"
"","Irene McCoy","Peters785 Inc","Opportunity for Reynolds593","Qualification","Q3-2022","3503360.00","350336.00","10","313.0000000000","18/03/2030","01/03/2023","","Word of mouth","New Business"
"","Dennis Howard","Cook117 Inc","Opportunity for Bowers595","Closed Won","Q1-2022","681410.00","681410.00","100","2386.0000000000","11/09/2029","01/03/2023","","Public Relations","New Business"
"","Irene Kelley","Rodriguez422 Inc","Opportunity for Armstrong600","Prospecting","Q1-2023","2102240.00","210224.00","10","313.0000000000","18/08/2030","01/03/2023","","Web","New Business / Add-on"
"","Irene Kelley","Hansen313 Inc","Opportunity for Johnston601","Closed Lost","Q3-2021","377520.00","0.00","0","2173.0000000000","10/02/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","Bruce Kennedy","Mann440 Inc","Opportunity for Nash605","Closed Won","Q2-2022","1840600.00","1840600.00","100","2478.0000000000","12/12/2029","01/03/2023","","Web","New Business / Add-on"
"","Harold Campbell","Riley999 Inc","Opportunity for Evans607","Closed Lost","Q1-2022","341390.00","0.00","0","2349.0000000000","05/08/2029","01/03/2023","","Web","New Business"
"","John Williams","West990 Inc","Opportunity for Norman968","Closed Won","Q2-2022","728525.00","728525.00","100","2471.0000000000","05/12/2029","01/03/2023","","Web","New Business"
"","Laura Palmer","Marsh614 Inc","Opportunity for Keller977","Closed Lost","Q2-2022","54900.00","0.00","0","2477.0000000000","11/12/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"","Eric Gutierrez","Reynolds298 Inc","Opportunity for Jennings981","Qualification","Q1-2023","141300.00","14130.00","10","313.0000000000","12/08/2030","01/03/2023","","Partner","New Business"
"","Irene Kelley","Gutierrez48 Inc","Opportunity for Weber983","Closed Lost","Q1-2022","279405.00","0.00","0","2391.0000000000","16/09/2029","01/03/2023","","Partner","New Business"
"","Evelyn Williamson","Joseph730 Inc","Opportunity for Lane987","Closed Won","Q1-2022","316254.00","316254.00","100","2351.0000000000","07/08/2029","01/03/2023","","Employee Referral","New Business"
"","Eric Sanchez","Wise175 Inc","Opportunity for Lloyd988","Proposal/Price Quote","Q3-2022","2243150.00","1682362.50","75","313.0000000000","03/03/2030","01/03/2023","","Public Relations","Existing Business"
"","Eric Sanchez","Fitzgerald503 Inc","Opportunity for Porter991","Perception Analysis","Q4-2022","2158750.00","1511125.00","70","313.0000000000","10/04/2030","01/03/2023","","Seminar - Internal","New Business"
"","Chris Riley","Wells423 Inc","Opportunity for Gomez1357","Closed Lost","Q3-2022","3618750.00","0.00","0","2506.0000000000","09/01/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"CEO","Damiana Spadafora","Schneider841 Inc","Opportunity for Sullivan1358","Closed Won","Q2-2022","163530.00","163530.00","100","2433.0000000000","28/10/2029","01/03/2023","","Word of mouth","New Business"
"","Nicolas Weaver","Schneider843 Inc","Opportunity for Dean1363","Closed Won","Q2-2022","156655.00","156655.00","100","2480.0000000000","14/12/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Rodriquez626 Inc","Opportunity for Harrison1359","Qualification","Q4-2022","475597.00","47559.70","10","313.0000000000","12/04/2030","01/03/2023","","Partner","New Business"
"","Bruce Kennedy","Harris13 Inc","Opportunity for Figueroa377","Perception Analysis","Q3-2022","5839810.00","4087867.00","70","313.0000000000","02/03/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Eric Gutierrez","Rodriguez768 Inc","Opportunity for Collins378","Closed Won","Q4-2021","446850.00","446850.00","100","2247.0000000000","25/04/2029","01/03/2023","","Employee Referral","New Business"
"CEO","Damiana Spadafora","Medina787 Inc","Opportunity for May386","Closed Won","Q3-2022","150240.00","150240.00","100","2512.0000000000","15/01/2030","01/03/2023","","Employee Referral","New Business"
"","Irene McCoy","Thornton799 Inc","Opportunity for Nunez399","Prospecting","Q4-2022","844100.00","84410.00","10","313.0000000000","25/04/2030","01/03/2023","","Advertisement","New Business / Add-on"
"CEO","Damiana Spadafora","Phillips722 Inc","Opportunity for Hart387","Needs Analysis","Q1-2023","822800.00","164560.00","20","313.0000000000","07/07/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Dennis Howard","Green672 Inc","Opportunity for Perry395","Closed Won","Q3-2022","237840.00","237840.00","100","2514.0000000000","17/01/2030","01/03/2023","","Partner","New Business"
"","Doroth Gardner","Todd690 Inc","Opportunity for Goodwin400","Closed Won","Q1-2022","175770.00","175770.00","100","2392.0000000000","17/09/2029","01/03/2023","","Partner","New Business / Add-on"
"CIO","Julie Chavez","Christensen892 Inc","Opportunity for Blair183","Needs Analysis","Q4-2022","2598300.00","519660.00","20","313.0000000000","11/06/2030","01/03/2023","","Word of mouth","New Business"
"CEO","Damiana Spadafora","Webster118 Inc","Opportunity for Diaz177","Closed Won","Q1-2022","130515.00","130515.00","100","2335.0000000000","22/07/2029","01/03/2023","","Trade Show","New Business"
"","Doroth Gardner","Newman145 Inc","Opportunity for Shaw178","Closed Lost","Q2-2022","283440.00","0.00","0","2479.0000000000","13/12/2029","01/03/2023","","Word of mouth","New Business"
"","Kelly Frazier","Brock75 Inc","Opportunity for Lambert182","Value Proposition","Q3-2022","1750200.00","875100.00","50","313.0000000000","22/02/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Irene McCoy","Thomas631 Inc","Opportunity for Barber186","Qualification","Q4-2022","2340210.00","234021.00","10","313.0000000000","28/05/2030","01/03/2023","","Advertisement","New Business"
"","Catherine Brown","Crawford184 Inc","Opportunity for Owens189","Closed Lost","Q4-2021","1755885.00","0.00","0","2317.0000000000","04/07/2029","01/03/2023","","Word of mouth","New Business"
"","Evelyn Williamson","Banks379 Inc","Opportunity for Johnson217","Closed Won","Q1-2022","1935980.00","1935980.00","100","2408.0000000000","03/10/2029","01/03/2023","","Word of mouth","Existing Business"
"","Doroth Gardner","Stone207 Inc","Opportunity for Santos218","Closed Won","Q1-2022","435960.00","435960.00","100","2402.0000000000","27/09/2029","01/03/2023","","Word of mouth","Existing Business"
"","Johnny Green","Cox450 Inc","Opportunity for McCoy227","Closed Won","Q1-2022","917500.00","917500.00","100","2362.0000000000","18/08/2029","01/03/2023","","Partner","New Business / Add-on"
"","Johnny Green","Collins451 Inc","Opportunity for Lee231","Closed Lost","Q2-2022","5423800.00","0.00","0","2499.0000000000","02/01/2030","01/03/2023","","Public Relations","New Business"
"","Irene Kelley","Gordon406 Inc","Opportunity for Burns308","Needs Analysis","Q4-2022","1188240.00","237648.00","20","313.0000000000","14/05/2030","01/03/2023","","Public Relations","Existing Business"
"","Harold Campbell","Hart717 Inc","Opportunity for Olson321","Qualification","Q1-2023","3729975.00","372997.50","10","313.0000000000","17/08/2030","01/03/2023","","Employee Referral","Existing Business"
"","Laura Palmer","Fleming816 Inc","Opportunity for Smith309","Closed Won","Q1-2022","3709600.00","3709600.00","100","2361.0000000000","17/08/2029","01/03/2023","","Employee Referral","New Business"
"","John Williams","Ramirez137 Inc","Opportunity for Pope310","Needs Analysis","Q3-2022","3207480.00","641496.00","20","313.0000000000","22/03/2030","01/03/2023","","Word of mouth","Existing Business"
"","Laura Palmer","Rodriguez768 Inc","Opportunity for Tyler313","Closed Lost","Q4-2021","55530.00","0.00","0","2307.0000000000","24/06/2029","01/03/2023","","Employee Referral","Existing Business"
"","Irene Kelley","Alexander704 Inc","Opportunity for McGee320","Closed Lost","Q3-2021","637600.00","0.00","0","2145.0000000000","13/01/2029","01/03/2023","","Partner","Existing Business"
